时间,出厂水流量
2026-07-24 08:00:00,3897.0
2026-07-24 09:00:00,3972.38
2026-07-24 10:00:00,3985.82
2026-07-24 11:00:00,3859.7
2026-07-24 12:00:00,3912.9
2026-07-24 13:00:00,3838.11
2026-07-24 14:00:00,3900.16
2026-07-24 15:00:00,3936.83
2026-07-24 16:00:00,3954.24
2026-07-24 17:00:00,3964.41
2026-07-24 18:00:00,3853.4
2026-07-24 19:00:00,3843.32
2026-07-24 20:00:00,3762.11
2026-07-24 21:00:00,2863.4
2026-07-24 22:00:00,2852.52
2026-07-24 23:00:00,3570.41
2026-07-25 00:00:00,3540.22
2026-07-25 01:00:00,2859.75
2026-07-25 02:00:00,2963.47
2026-07-25 03:00:00,2526.94
2026-07-25 04:00:00,3502.64
2026-07-25 05:00:00,3538.91
2026-07-25 06:00:00,3156.06
2026-07-25 07:00:00,3297.7
2026-07-25 08:00:00,3638.45
2026-07-25 09:00:00,3572.95
2026-07-25 10:00:00,3576.32
2026-07-25 11:00:00,3586.09
2026-07-25 12:00:00,3619.53
2026-07-25 13:00:00,3575.64
2026-07-25 14:00:00,3351.12
2026-07-25 15:00:00,3922.2
2026-07-25 16:00:00,3798.49
2026-07-25 17:00:00,3968.11
2026-07-25 18:00:00,4013.95
2026-07-25 19:00:00,3805.81
2026-07-25 20:00:00,2821.47
2026-07-25 21:00:00,2872.07
2026-07-25 22:00:00,2876.64
2026-07-25 23:00:00,2808.5
2026-07-26 00:00:00,2803.37
2026-07-26 01:00:00,2979.18
2026-07-26 02:00:00,2508.77
2026-07-26 03:00:00,2892.08
2026-07-26 04:00:00,3141.9
2026-07-26 05:00:00,3140.38
2026-07-26 06:00:00,3104.92
2026-07-26 07:00:00,3143.23
2026-07-26 08:00:00,3426.25
2026-07-26 09:00:00,3505.36
2026-07-26 10:00:00,3630.59
2026-07-26 11:00:00,3684.05
2026-07-26 12:00:00,3758.83
2026-07-26 13:00:00,3693.44
2026-07-26 14:00:00,3684.27
2026-07-26 15:00:00,3736.22
2026-07-26 16:00:00,3105.48
2026-07-26 17:00:00,3121.98
2026-07-26 18:00:00,3155.75
2026-07-26 19:00:00,3154.0
2026-07-26 20:00:00,3514.45
2026-07-26 21:00:00,3795.12
2026-07-26 22:00:00,3138.29
2026-07-26 23:00:00,3086.68
2026-07-27 00:00:00,3034.31
2026-07-27 01:00:00,2905.52
2026-07-27 02:00:00,2859.14
2026-07-27 03:00:00,2866.3
2026-07-27 04:00:00,3159.0
2026-07-27 05:00:00,3259.85
2026-07-27 06:00:00,3556.91
2026-07-27 07:00:00,2841.45
2026-07-27 08:00:00,3175.11
2026-07-27 09:00:00,3323.45
2026-07-27 10:00:00,3811.59
2026-07-27 11:00:00,3914.93
2026-07-27 12:00:00,4049.24
2026-07-27 13:00:00,4280.45
2026-07-27 14:00:00,3818.02
2026-07-27 15:00:00,4030.75
2026-07-27 16:00:00,4486.64
2026-07-27 17:00:00,2963.99
2026-07-27 18:00:00,2814.61
2026-07-27 19:00:00,2790.18
2026-07-27 20:00:00,2789.02
2026-07-27 21:00:00,3729.71
2026-07-27 22:00:00,3905.17
2026-07-27 23:00:00,3556.1
2026-07-28 00:00:00,3263.27
2026-07-28 01:00:00,3827.84
2026-07-28 02:00:00,3159.74
2026-07-28 03:00:00,2346.76
2026-07-28 04:00:00,3238.41
2026-07-28 05:00:00,3277.39
2026-07-28 06:00:00,3744.26
2026-07-28 07:00:00,3756.63
2026-07-28 08:00:00,3643.86
2026-07-28 09:00:00,3070.49
2026-07-28 10:00:00,3121.77
2026-07-28 11:00:00,3605.36
2026-07-28 12:00:00,3473.26
2026-07-28 13:00:00,3632.04
2026-07-28 14:00:00,3491.81
2026-07-28 15:00:00,3551.67
2026-07-28 16:00:00,3608.13
2026-07-28 17:00:00,3760.79
2026-07-28 18:00:00,3812.39
2026-07-28 19:00:00,3050.77
2026-07-28 20:00:00,3023.2
2026-07-28 21:00:00,3113.57
2026-07-28 22:00:00,3287.28
2026-07-28 23:00:00,3055.12
2026-07-29 00:00:00,3185.02
2026-07-29 01:00:00,3798.16
2026-07-29 02:00:00,3333.08
2026-07-29 03:00:00,3039.82
2026-07-29 04:00:00,2789.59
2026-07-29 05:00:00,2921.12
2026-07-29 06:00:00,3297.3
2026-07-29 07:00:00,2826.41
2026-07-29 08:00:00,3479.63
2026-07-29 09:00:00,3788.83
2026-07-29 10:00:00,3509.47
2026-07-29 11:00:00,3593.17
2026-07-29 12:00:00,3030.64
2026-07-29 13:00:00,3861.59
2026-07-29 14:00:00,3840.11
2026-07-29 15:00:00,3767.21
2026-07-29 16:00:00,2111.4
2026-07-29 17:00:00,1914.49
2026-07-29 18:00:00,1422.19
2026-07-29 19:00:00,1451.79
2026-07-29 20:00:00,1639.72
2026-07-29 21:00:00,2001.07
2026-07-29 22:00:00,1993.61
2026-07-29 23:00:00,1963.7
2026-07-30 00:00:00,1419.5
2026-07-30 01:00:00,1500.94
2026-07-30 02:00:00,1260.86
2026-07-30 03:00:00,1251.23
2026-07-30 04:00:00,1745.18
2026-07-30 05:00:00,1613.94
2026-07-30 06:00:00,1610.44
2026-07-30 07:00:00,1586.77
2026-07-30 08:00:00,1897.84
2026-07-30 09:00:00,1849.42
2026-07-30 10:00:00,3988.08
2026-07-30 11:00:00,3258.57
2026-07-30 12:00:00,3474.0
2026-07-30 13:00:00,3690.45
2026-07-30 14:00:00,3205.37
2026-07-30 15:00:00,3265.29
2026-07-30 16:00:00,3216.34
2026-07-30 17:00:00,3221.85
2026-07-30 18:00:00,3597.57
2026-07-30 19:00:00,3487.24
2026-07-30 20:00:00,3515.02
2026-07-30 21:00:00,3672.24
2026-07-30 22:00:00,2743.84
2026-07-30 23:00:00,3106.16
2026-07-31 00:00:00,2755.98
2026-07-31 01:00:00,3153.47
2026-07-31 02:00:00,3112.18
2026-07-31 03:00:00,2780.05
2026-07-31 04:00:00,3782.44
2026-07-31 05:00:00,3511.92
2026-07-31 06:00:00,2313.1
2026-07-31 07:00:00,4060.23
2026-07-31 08:00:00,3325.61
2026-07-31 09:00:00,3557.68
2026-07-31 10:00:00,4227.17
2026-07-31 11:00:00,3913.84
2026-07-31 12:00:00,3429.87
2026-07-31 13:00:00,3961.25
2026-07-31 14:00:00,4477.12
2026-07-31 15:00:00,4003.32
2026-07-31 16:00:00,3550.09
2026-07-31 17:00:00,3571.75
2026-07-31 18:00:00,3539.54
2026-07-31 19:00:00,2796.06
2026-07-31 20:00:00,3109.89
2026-07-31 21:00:00,3248.99
2026-07-31 22:00:00,3266.44
2026-07-31 23:00:00,2825.29
2026-08-01 00:00:00,3248.15
2026-08-01 01:00:00,2927.28
2026-08-01 02:00:00,3136.8
2026-08-01 03:00:00,3108.74
2026-08-01 04:00:00,3084.35
2026-08-01 05:00:00,3094.03
2026-08-01 06:00:00,3095.56
2026-08-01 07:00:00,3531.28
2026-08-01 08:00:00,3589.18
2026-08-01 09:00:00,3604.75
2026-08-01 10:00:00,3563.71
2026-08-01 11:00:00,4007.29
2026-08-01 12:00:00,3845.97
2026-08-01 13:00:00,3875.74
2026-08-01 14:00:00,3838.84
2026-08-01 15:00:00,3783.83
2026-08-01 16:00:00,3796.6
2026-08-01 17:00:00,3787.97
2026-08-01 18:00:00,3192.6
2026-08-01 19:00:00,3116.77
2026-08-01 20:00:00,3102.97
2026-08-01 21:00:00,3066.5
2026-08-01 22:00:00,3644.31
2026-08-01 23:00:00,3590.41
2026-08-02 00:00:00,3549.47
2026-08-02 01:00:00,3800.39
2026-08-02 02:00:00,4023.86
2026-08-02 03:00:00,3180.61
2026-08-02 04:00:00,2687.4
2026-08-02 05:00:00,2736.47
2026-08-02 06:00:00,3173.27
2026-08-02 07:00:00,3811.52
2026-08-02 08:00:00,3940.6
2026-08-02 09:00:00,3678.87
2026-08-02 10:00:00,3374.83
2026-08-02 11:00:00,3299.32
2026-08-02 12:00:00,3281.76
2026-08-02 13:00:00,5000.31
2026-08-02 14:00:00,4941.97
2026-08-02 15:00:00,3148.39
2026-08-02 16:00:00,3239.36
2026-08-02 17:00:00,3143.24
2026-08-02 18:00:00,2815.61
2026-08-02 19:00:00,2749.13
2026-08-02 20:00:00,3080.7
2026-08-02 21:00:00,3585.67
2026-08-02 22:00:00,3574.25
2026-08-02 23:00:00,3508.38
2026-08-03 00:00:00,3529.96
2026-08-03 01:00:00,2861.79
2026-08-03 02:00:00,2412.0
2026-08-03 03:00:00,2425.63
2026-08-03 04:00:00,2916.27
2026-08-03 05:00:00,2934.31
2026-08-03 06:00:00,3522.4
2026-08-03 07:00:00,3472.14
2026-08-03 08:00:00,3635.63
2026-08-03 09:00:00,3592.42
2026-08-03 10:00:00,3622.2
2026-08-03 11:00:00,3671.56
2026-08-03 12:00:00,3654.68
2026-08-03 13:00:00,3616.71
2026-08-03 14:00:00,3700.56
2026-08-03 15:00:00,3693.95
2026-08-03 16:00:00,3759.1
2026-08-03 17:00:00,5304.6
2026-08-03 18:00:00,5222.78
2026-08-03 19:00:00,5212.18
2026-08-03 20:00:00,3732.3
2026-08-03 21:00:00,3684.51
2026-08-03 22:00:00,2581.93
2026-08-03 23:00:00,2592.86
2026-08-04 00:00:00,2528.02
2026-08-04 01:00:00,3218.68
2026-08-04 02:00:00,3266.07
2026-08-04 03:00:00,3548.52
2026-08-04 04:00:00,3859.0
2026-08-04 05:00:00,3427.8
2026-08-04 06:00:00,3838.19
2026-08-04 07:00:00,4070.8
2026-08-04 08:00:00,3931.25
2026-08-04 09:00:00,3671.99
2026-08-04 10:00:00,3479.96
2026-08-04 11:00:00,5152.67
2026-08-04 12:00:00,5224.42
2026-08-04 13:00:00,5505.14
2026-08-04 14:00:00,5601.09
2026-08-04 15:00:00,3784.25
2026-08-04 16:00:00,3394.14
2026-08-04 17:00:00,3733.5
2026-08-04 18:00:00,3736.04
2026-08-04 19:00:00,3762.5
2026-08-04 20:00:00,3785.35
2026-08-04 21:00:00,3620.06
2026-08-04 22:00:00,3718.72
2026-08-04 23:00:00,3764.16
2026-08-05 00:00:00,3565.02
2026-08-05 01:00:00,3081.77
2026-08-05 02:00:00,2984.65
2026-08-05 03:00:00,2992.37
2026-08-05 04:00:00,2966.25
2026-08-05 05:00:00,3008.02
2026-08-05 06:00:00,3767.5
2026-08-05 07:00:00,3744.21
2026-08-05 08:00:00,3740.02
2026-08-05 09:00:00,3553.11
2026-08-05 10:00:00,5814.04
2026-08-05 11:00:00,5446.25
2026-08-05 12:00:00,5408.97
2026-08-05 13:00:00,5827.97
2026-08-05 14:00:00,5247.43
2026-08-05 15:00:00,3875.32
2026-08-05 16:00:00,3842.94
2026-08-05 17:00:00,4103.15
2026-08-05 18:00:00,3721.92
2026-08-05 19:00:00,3612.97
2026-08-05 20:00:00,3729.03
2026-08-05 21:00:00,3781.5
2026-08-05 22:00:00,3718.75
2026-08-05 23:00:00,3046.31
2026-08-06 00:00:00,3007.57
2026-08-06 01:00:00,3125.83
2026-08-06 02:00:00,2683.96
2026-08-06 03:00:00,2332.05
2026-08-06 04:00:00,2955.52
2026-08-06 05:00:00,3463.12
2026-08-06 06:00:00,3916.12
2026-08-06 07:00:00,3668.75
2026-08-06 08:00:00,4024.21
2026-08-06 09:00:00,4104.77
2026-08-06 10:00:00,4324.16
2026-08-06 11:00:00,3415.14
2026-08-06 12:00:00,5058.86
2026-08-06 13:00:00,5567.36
2026-08-06 14:00:00,5140.48
2026-08-06 15:00:00,4296.3
2026-08-06 16:00:00,4085.77
2026-08-06 17:00:00,3738.01
2026-08-06 18:00:00,3197.78
2026-08-06 19:00:00,3007.92
2026-08-06 20:00:00,3213.71
2026-08-06 21:00:00,3634.62
2026-08-06 22:00:00,3740.71
2026-08-06 23:00:00,3739.09
2026-08-07 00:00:00,2321.9
2026-08-07 01:00:00,2772.15
2026-08-07 02:00:00,2319.28
2026-08-07 03:00:00,2770.15
2026-08-07 04:00:00,2984.86
2026-08-07 05:00:00,3423.25
2026-08-07 06:00:00,3757.43
2026-08-07 07:00:00,3529.36
2026-08-07 08:00:00,3689.42
2026-08-07 09:00:00,3841.17
2026-08-07 10:00:00,3674.93
2026-08-07 11:00:00,3742.43
2026-08-07 12:00:00,3777.09
2026-08-07 13:00:00,4278.06
2026-08-07 14:00:00,5224.15
2026-08-07 15:00:00,5140.73
2026-08-07 16:00:00,5115.8
2026-08-07 17:00:00,5172.36
2026-08-07 18:00:00,3687.23
2026-08-07 19:00:00,3422.97
2026-08-07 20:00:00,3474.76
2026-08-07 21:00:00,3473.59
2026-08-07 22:00:00,2964.81
2026-08-07 23:00:00,2311.7
2026-08-08 00:00:00,2343.15
2026-08-08 01:00:00,3154.65
2026-08-08 02:00:00,3339.84
2026-08-08 03:00:00,3272.41
2026-08-08 04:00:00,3756.82
2026-08-08 05:00:00,3660.08
2026-08-08 06:00:00,3742.41
2026-08-08 07:00:00,3833.4
2026-08-08 08:00:00,3762.23
2026-08-08 09:00:00,3732.83
2026-08-08 10:00:00,3644.09
2026-08-08 11:00:00,3827.46
2026-08-08 12:00:00,5185.8
2026-08-08 13:00:00,5624.07
2026-08-08 14:00:00,5449.17
2026-08-08 15:00:00,3619.82
2026-08-08 16:00:00,3410.32
2026-08-08 17:00:00,3811.37
2026-08-08 18:00:00,3027.66
2026-08-08 19:00:00,2990.88
2026-08-08 20:00:00,3092.29
2026-08-08 21:00:00,2722.64
2026-08-08 22:00:00,2704.23
2026-08-08 23:00:00,2705.89
2026-08-09 00:00:00,2853.16
2026-08-09 01:00:00,3130.13
2026-08-09 02:00:00,3247.73
2026-08-09 03:00:00,3248.66
2026-08-09 04:00:00,3356.98
2026-08-09 05:00:00,3456.88
2026-08-09 06:00:00,3466.34
2026-08-09 07:00:00,3478.52
2026-08-09 08:00:00,3739.53
2026-08-09 09:00:00,3735.54
2026-08-09 10:00:00,3773.36
2026-08-09 11:00:00,3810.69
2026-08-09 12:00:00,3742.98
2026-08-09 13:00:00,4461.2
2026-08-09 14:00:00,4959.58
2026-08-09 15:00:00,5296.92
2026-08-09 16:00:00,3554.29
2026-08-09 17:00:00,3536.01
2026-08-09 18:00:00,3219.62
2026-08-09 19:00:00,3254.26
2026-08-09 20:00:00,3255.73
2026-08-09 21:00:00,3566.14
2026-08-09 22:00:00,3739.46
2026-08-09 23:00:00,3817.35
2026-08-10 00:00:00,3457.46
2026-08-10 01:00:00,3280.7
2026-08-10 02:00:00,2942.25
2026-08-10 03:00:00,2738.21
2026-08-10 04:00:00,2330.19
2026-08-10 05:00:00,2382.0
2026-08-10 06:00:00,3756.78
2026-08-10 07:00:00,3259.27
2026-08-10 08:00:00,3520.04
2026-08-10 09:00:00,3751.63
2026-08-10 10:00:00,4017.85
2026-08-10 11:00:00,4229.13
2026-08-10 12:00:00,4180.68
2026-08-10 13:00:00,4061.75
2026-08-10 14:00:00,4080.18
2026-08-10 15:00:00,3809.37
2026-08-10 16:00:00,4235.22
2026-08-10 17:00:00,3046.37
2026-08-10 18:00:00,2429.05
2026-08-10 19:00:00,2579.67
2026-08-10 20:00:00,2767.76
2026-08-10 21:00:00,3095.7
2026-08-10 22:00:00,3056.64
2026-08-10 23:00:00,3055.8
2026-08-11 00:00:00,3033.83
2026-08-11 01:00:00,2861.51
2026-08-11 02:00:00,2812.6
2026-08-11 03:00:00,2388.91
2026-08-11 04:00:00,3017.61
2026-08-11 05:00:00,3506.2
2026-08-11 06:00:00,3493.2
2026-08-11 07:00:00,2889.58
2026-08-11 08:00:00,2922.75
2026-08-11 09:00:00,3581.45
2026-08-11 10:00:00,3767.87
2026-08-11 11:00:00,3683.95
2026-08-11 12:00:00,3754.33
2026-08-11 13:00:00,3742.86
2026-08-11 14:00:00,3494.74
2026-08-11 15:00:00,3000.27
2026-08-11 16:00:00,3249.56
2026-08-11 17:00:00,2991.15
2026-08-11 18:00:00,2756.78
2026-08-11 19:00:00,2788.15
2026-08-11 20:00:00,2749.17
2026-08-11 21:00:00,3533.9
2026-08-11 22:00:00,3520.48
2026-08-11 23:00:00,2721.98
2026-08-12 00:00:00,2705.18
2026-08-12 01:00:00,3145.2
2026-08-12 02:00:00,3242.61
2026-08-12 03:00:00,2663.97
2026-08-12 04:00:00,3469.74
2026-08-12 05:00:00,3320.24
2026-08-12 06:00:00,2933.51
2026-08-12 07:00:00,3847.08
2026-08-12 08:00:00,3457.76
2026-08-12 09:00:00,3846.39
2026-08-12 10:00:00,4089.96
2026-08-12 11:00:00,3954.07
2026-08-12 12:00:00,3192.32
2026-08-12 13:00:00,3480.78
2026-08-12 14:00:00,3443.08
2026-08-12 15:00:00,2957.36
2026-08-12 16:00:00,2968.54
2026-08-12 17:00:00,3975.27
2026-08-12 18:00:00,3495.64
2026-08-12 19:00:00,3321.53
2026-08-12 20:00:00,3353.77
2026-08-12 21:00:00,3601.79
2026-08-12 22:00:00,3349.15
2026-08-12 23:00:00,2668.96
2026-08-13 00:00:00,3124.88
2026-08-13 01:00:00,2694.97
2026-08-13 02:00:00,2990.66
2026-08-13 03:00:00,3088.05
2026-08-13 04:00:00,3125.31
2026-08-13 05:00:00,3187.8
2026-08-13 06:00:00,3481.7
2026-08-13 07:00:00,3264.25
2026-08-13 08:00:00,2679.37
2026-08-13 09:00:00,3431.45
2026-08-13 10:00:00,3440.54
2026-08-13 11:00:00,3764.21
2026-08-13 12:00:00,3769.11
2026-08-13 13:00:00,3713.41
2026-08-13 14:00:00,3642.7
2026-08-13 15:00:00,3640.95
2026-08-13 16:00:00,3668.74
2026-08-13 17:00:00,3640.78
2026-08-13 18:00:00,3151.36
2026-08-13 19:00:00,3089.35
2026-08-13 20:00:00,3130.54
2026-08-13 21:00:00,2921.22
2026-08-13 22:00:00,3177.0
2026-08-13 23:00:00,3070.72
2026-08-14 00:00:00,3027.56
2026-08-14 01:00:00,4390.15
2026-08-14 02:00:00,4235.89
2026-08-14 03:00:00,3418.15
2026-08-14 04:00:00,3073.78
2026-08-14 05:00:00,3171.32
2026-08-14 06:00:00,2646.19
2026-08-14 07:00:00,3195.02
2026-08-14 08:00:00,3729.73
2026-08-14 09:00:00,3723.46
2026-08-14 10:00:00,2867.14
2026-08-14 11:00:00,2718.61
2026-08-14 12:00:00,2783.45
2026-08-14 13:00:00,5107.64
2026-08-14 14:00:00,3767.96
2026-08-14 15:00:00,3786.68
2026-08-14 16:00:00,3529.11
2026-08-14 17:00:00,3682.5
2026-08-14 18:00:00,3174.15
2026-08-14 19:00:00,2896.52
2026-08-14 20:00:00,2911.58
2026-08-14 21:00:00,2866.13
2026-08-14 22:00:00,2856.93
2026-08-14 23:00:00,2931.3
2026-08-15 00:00:00,2900.78
2026-08-15 01:00:00,2817.8
2026-08-15 02:00:00,2382.79
2026-08-15 03:00:00,2748.55
2026-08-15 04:00:00,3222.04
2026-08-15 05:00:00,3176.67
2026-08-15 06:00:00,3186.55
2026-08-15 07:00:00,3266.83
2026-08-15 08:00:00,3624.51
2026-08-15 09:00:00,3643.81
2026-08-15 10:00:00,3600.36
2026-08-15 11:00:00,3501.5
2026-08-15 12:00:00,3636.39
2026-08-15 13:00:00,3656.47
2026-08-15 14:00:00,3677.02
2026-08-15 15:00:00,3611.91
2026-08-15 16:00:00,3709.31
2026-08-15 17:00:00,3696.83
2026-08-15 18:00:00,2723.8
2026-08-15 19:00:00,2491.26
2026-08-15 20:00:00,3586.77
2026-08-15 21:00:00,3529.6
2026-08-15 22:00:00,2755.47
2026-08-15 23:00:00,2754.31
2026-08-16 00:00:00,2838.99
2026-08-16 01:00:00,3376.69
2026-08-16 02:00:00,3339.41
2026-08-16 03:00:00,3312.64
2026-08-16 04:00:00,3392.11
2026-08-16 05:00:00,2895.91
2026-08-16 06:00:00,3703.35
2026-08-16 07:00:00,2645.51
2026-08-16 08:00:00,3394.97
2026-08-16 09:00:00,3542.84
2026-08-16 10:00:00,3833.04
2026-08-16 11:00:00,3808.52
2026-08-16 12:00:00,4136.69
2026-08-16 13:00:00,4613.19
2026-08-16 14:00:00,3994.05
2026-08-16 15:00:00,3181.0
2026-08-16 16:00:00,2448.13
2026-08-16 17:00:00,3230.39
2026-08-16 18:00:00,3215.75
2026-08-16 19:00:00,3316.25
2026-08-16 20:00:00,3508.19
2026-08-16 21:00:00,3539.18
2026-08-16 22:00:00,3519.47
2026-08-16 23:00:00,2790.98
2026-08-17 00:00:00,2970.13
2026-08-17 01:00:00,3003.1
2026-08-17 02:00:00,2761.28
2026-08-17 03:00:00,2784.0
2026-08-17 04:00:00,2791.4
2026-08-17 05:00:00,2748.84
2026-08-17 06:00:00,3502.15
2026-08-17 07:00:00,3544.86
2026-08-17 08:00:00,3768.77
2026-08-17 09:00:00,3720.73
2026-08-17 10:00:00,4056.77
2026-08-17 11:00:00,4086.73
2026-08-17 12:00:00,3152.86
2026-08-17 13:00:00,3346.52
2026-08-17 14:00:00,3403.12
2026-08-17 15:00:00,3453.16
2026-08-17 16:00:00,3051.07
2026-08-17 17:00:00,3079.15
2026-08-17 18:00:00,3038.31
2026-08-17 19:00:00,3864.83
2026-08-17 20:00:00,3838.41
2026-08-17 21:00:00,3756.24
2026-08-17 22:00:00,3820.89
2026-08-17 23:00:00,3467.69
2026-08-18 00:00:00,3477.71
2026-08-18 01:00:00,3931.52
2026-08-18 02:00:00,3227.75
2026-08-18 03:00:00,3210.96
2026-08-18 04:00:00,3027.99
2026-08-18 05:00:00,3019.33
2026-08-18 06:00:00,3389.56
2026-08-18 07:00:00,3630.04
2026-08-18 08:00:00,4037.07
2026-08-18 09:00:00,4132.53
2026-08-18 10:00:00,3889.01
2026-08-18 11:00:00,3765.25
2026-08-18 12:00:00,3758.86
2026-08-18 13:00:00,3859.64
2026-08-18 14:00:00,3854.61
2026-08-18 15:00:00,3745.2
2026-08-18 16:00:00,3808.19
2026-08-18 17:00:00,3866.19
2026-08-18 18:00:00,3692.84
2026-08-18 19:00:00,3786.35
2026-08-18 20:00:00,3843.02
2026-08-18 21:00:00,3739.04
2026-08-18 22:00:00,3788.37
2026-08-18 23:00:00,3871.33
2026-08-19 00:00:00,2941.49
2026-08-19 01:00:00,3336.64
2026-08-19 02:00:00,2876.05
2026-08-19 03:00:00,2893.39
2026-08-19 04:00:00,2913.37
2026-08-19 05:00:00,3500.67
2026-08-19 06:00:00,3521.67
2026-08-19 07:00:00,3845.46
2026-08-19 08:00:00,3870.35
2026-08-19 09:00:00,3740.81
2026-08-19 10:00:00,3792.2
2026-08-19 11:00:00,3795.09
2026-08-19 12:00:00,4189.99
2026-08-19 13:00:00,3752.36
2026-08-19 14:00:00,3725.26
2026-08-19 15:00:00,3786.57
2026-08-19 16:00:00,3831.0
2026-08-19 17:00:00,3789.83
2026-08-19 18:00:00,3706.18
2026-08-19 19:00:00,3759.89
2026-08-19 20:00:00,3751.49
2026-08-19 21:00:00,5508.47
2026-08-19 22:00:00,5708.47
2026-08-19 23:00:00,3754.46
2026-08-20 00:00:00,2513.71
2026-08-20 01:00:00,3125.75
2026-08-20 02:00:00,3375.64
2026-08-20 03:00:00,3522.41
2026-08-20 04:00:00,3815.71
2026-08-20 05:00:00,4200.98
2026-08-20 06:00:00,2535.46
2026-08-20 07:00:00,3825.44
2026-08-20 08:00:00,3807.9
2026-08-20 09:00:00,3681.4
2026-08-20 10:00:00,4039.33
2026-08-20 11:00:00,3992.68
2026-08-20 12:00:00,3647.78
2026-08-20 13:00:00,5954.28
2026-08-20 14:00:00,6416.65
2026-08-20 15:00:00,3946.05
